,lower,upper,mean,wave,age.group,contact.age.group,text_color,row_num,col_num
256,3.564680278,3.588109253,3.576180212,Wave 37,"[17,70)","[0,17)",up,8,1
257,4.831258337,4.857083382,4.844425311,Wave 37,"[17,70)","[17,70)",up,8,1
258,2.056801485,2.077199634,2.067230066,Wave 37,"[17,70)",70+,up,8,1
259,0.447734841,0.459000484,0.453432323,Wave 37,70+,"[0,17)",low,8,1
260,2.056802478,2.077142197,2.066767272,Wave 37,70+,"[17,70)",up,8,1
261,3.009764196,3.057660984,3.032837756,Wave 37,70+,70+,up,8,1
262,3.247788038,3.276419639,3.262027059,Wave 38,"[0,17)","[0,17)",up,8,2
263,3.400797491,3.419743245,3.410057638,Wave 38,"[0,17)","[17,70)",up,8,2
264,0.472677883,0.480497,0.476468779,Wave 38,"[0,17)",70+,low,8,2
265,3.400705224,3.42038172,3.410271734,Wave 38,"[17,70)","[0,17)",up,8,2
266,4.992917907,5.014543556,5.003241966,Wave 38,"[17,70)","[17,70)",up,8,2
267,2.263160117,2.283180905,2.2729618,Wave 38,"[17,70)",70+,up,8,2
268,0.472042416,0.480532444,0.476389315,Wave 38,70+,"[0,17)",low,8,2
269,2.262506192,2.28284504,2.272603115,Wave 38,70+,"[17,70)",up,8,2
270,3.014900489,3.057904651,3.035479478,Wave 38,70+,70+,up,8,2
271,3.508788241,3.541456146,3.524701532,Wave 39,"[0,17)","[0,17)",up,8,3
272,3.403656596,3.424607436,3.413661148,Wave 39,"[0,17)","[17,70)",up,8,3
273,0.31232787,0.31898385,0.315672851,Wave 39,"[0,17)",70+,low,8,3
274,3.401728927,3.424314378,3.413616494,Wave 39,"[17,70)","[0,17)",up,8,3
275,4.823856467,4.847630359,4.835956279,Wave 39,"[17,70)","[17,70)",up,8,3
276,2.075152046,2.095660712,2.085415235,Wave 39,"[17,70)",70+,up,8,3
277,0.312729641,0.318608451,0.315665003,Wave 39,70+,"[0,17)",low,8,3
278,2.075099108,2.095182233,2.085157283,Wave 39,70+,"[17,70)",up,8,3
